CODIGO,DESCRIPCION,COD.BARRA,TIPO,DEPARTAMENTO,U.COMPRA,PRECIO VENTA,U.VENTA,PESABLE,STOCK CRITICO,FACTOR VENTA,ULTIMO COSTO,FECHA,RUT PROVEEDOR,NOMBRE PROVEEDOR,STOCK
00001857,ESPONJA COLOR 1U,7805054001439,VENTA,HOGAR          ,UNIDAD,400,UNIDAD,,0000000000,.70,202,13/11/2023,0770085039,IMPORTADORA LEMARC SPA,-8
00001859,ESPONJA METALICA MANLAC 2U,7806800004032,VENTA,ABARROTES      ,UNIDAD,650,UNIDAD,,0000000000,0.7,,00/00/0000,,,0
00001860,ESPONJA VIRUTEX,7806810002264,VENTA,,,500,UNIDAD,,,,,00/00/0000,,,-7
00001862,ESPUMA DE AFEITAR SENSITIVE NI,4005900143969,VENTA,,,5250,UNIDAD,,,,,00/00/0000,,,0
00001863,ESPUMA PROTECT & CARE NIVEA ME,4005900071279,VENTA,,,5350,UNIDAD,,,,,00/00/0000,,,0
00001865,ESPUMANTE BRUT MISIONES 750CC,7808704700843,VENTA,BEBIDAS ALCOHOL,UNIDAD,5800,UNIDAD,,0000000000,.70,3299,25/01/2024,0910410008,VINA SAN PEDRO TARAPACA S.A,-126
00001868,ESPUMANTE BRUT VI AMAR 750CC,7804602380101,VENTA,BEBIDAS ALCOHOL,UNIDAD,6300,UNIDAD,,0000000000,.70,4370,25/01/2024,0910410008,VINA SAN PEDRO TARAPACA S.A,-143
00001870,ESPUMANTE DEMI SEC MISIONES 750CC,7808704700850,VENTA,BEBIDAS ALCOHOL,UNIDAD,5800,UNIDAD,,0000000000,.70,3299,02/11/2023,0910410008,VINA SAN PEDRO TARAPACA S.A,-20
00001877,ESPUMANTE PI A BARON LACROX 750CC,7804315000259,VENTA,BEBIDAS ALCOHOL,UNIDAD,4250,UNIDAD,,0000000000,.70,,00/00/0000,,,-1
00001878,ESPUMANTE ROSE MISIONES 750CC,7808704700973,VENTA,BEBIDAS ALCOHOL,UNIDAD,5800,UNIDAD,,0000000000,.70,3299,14/12/2023,0910410008,VINA SAN PEDRO TARAPACA S.A,-11
00001879,ESTRAGON MP 5G,7802420811470,VENTA,,,300,UNIDAD,,,,,00/00/0000,,,0
00001880,ESTUCHE BABYLAND AMARILLO,7804945007703,VENTA,,,5600,UNIDAD,,,,,00/00/0000,,,-1
00001881,ESTUCHE BABYLAND ROSADO,7804945005020,VENTA,,,5600,UNIDAD,,,,,00/00/0000,,,0
00001882,ESTUCHE IRDISENTE 1U,8802020520740,VENTA,,,2650,UNIDAD,,,,,00/00/0000,,,0
00001883,ESTUCHE IRIDISCENTE MIX LENTEJ,8802020520788,VENTA,,,2850,UNIDAD,,,,,00/00/0000,,,0
00001885,FANCY FEAST PAVO 85G,0050000040407,VENTA,,,950,UNIDAD,,,,,00/00/0000,,,0
00001886,FANCY FEAST POLLO 85G,0050000426942,VENTA,,,950,UNIDAD,,,,,00/00/0000,,,0
00001888,FANCY FEAST SALMON Y ATUN 4 SA,8445290179630,VENTA,,,2500,UNIDAD,,,,,00/00/0000,,,0
00001889,FANTA 1.5L,7801610003046,VENTA,BEBIDAS        ,UNIDAD,2450,UNIDAD,,0000000000,.70,1295,14/12/2023,0911440008,EMBOTELLADORA ANDINA S.A,-265
00001890,FANTA 1.75L,7801610002995,VENTA,,,1750,UNIDAD,,,,,00/00/0000,,,0
00001891,FANTA 2.5L,7801610002520,VENTA,BEBIDAS        ,UNIDAD,2500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-11
00001892,FANTA 3L,7801610003084,VENTA,BEBIDAS        ,UNIDAD,3600,UNIDAD,,0000000000,.70,1640,28/12/2023,0911440008,EMBOTELLADORA ANDINA S.A,-468
00001893,FANTA 591ML,7801610591116,VENTA,BEBIDAS        ,UNIDAD,1300,UNIDAD,,0000000000,.70,752,14/12/2023,0911440008,EMBOTELLADORA ANDINA S.A,-173
00001895,FANTA LT 350ML,7801610002858,VENTA,BEBIDAS        ,UNIDAD,1100,UNIDAD,,0000000000,.70,,00/00/0000,,,-164
00001896,FANTA MISTERIO 591ML,7801610666227,VENTA,,,1100,UNIDAD,,,,,00/00/0000,,,0
00001898,FANTA RP 2.5L,7801610352502,VENTA,,,2150,UNIDAD,,,,,00/00/0000,,,0
00001899,FANTA RP 2L,7801610003299,VENTA,BEBIDAS        ,UNIDAD,1950,UNIDAD,,0000000000,.70,1158,14/12/2023,0911440008,EMBOTELLADORA ANDINA S.A,-84
00001900,FANTA VD1.25L,7801610003312,VENTA,ABARROTES      ,UNIDAD,1450,UNIDAD,,0000000000,0.7,,00/00/0000,,,-28
00001901,FARDO DE PASTO,0000000000025,VENTA,,,10000,UNIDAD,,,,,00/00/0000,,,0
00001902,FAVORITA DH 4R 22M,7806540007904,VENTA,,,1400,UNIDAD,,,,,00/00/0000,,,0
00001903,FAVORITA SENSACION VERANO 6R 22M,7806540008772,VENTA,ARTICULOS DE AS,UNIDAD,2000,UNIDAD,,0000000000,.70,1182,27/09/2023,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-24
00001905,FEBREZE AIR HAWAIIAN ALOHA 250,0037000962601,VENTA,HELADOS        ,UNIDAD,3990,UNIDAD,,0000000000,.70,2348,08/09/2023,0764815769,ASF LOGISTICA SPA,0
00001906,FEBREZE AIR LINEN & SKY 250G,0037000962564,VENTA,,,3100,UNIDAD,,,,,00/00/0000,,,0
00001907,FEBREZE AIR SPRING & RENEWAL 2,0037000962540,VENTA,HELADOS        ,UNIDAD,3990,UNIDAD,,0000000000,.70,2235,08/09/2023,0764815769,ASF LOGISTICA SPA,0
00001908,FEBREZE CAR HAWAIIAN ALOHA 1U,0037000811145,VENTA,,,2800,UNIDAD,,,,,00/00/0000,,,0
00001909,FEBREZE CAR LINEN & SKY 1U,0037000823179,VENTA,,,2800,UNIDAD,,,,,00/00/0000,,,0
00001910,FEBREZE CAR LINEN & SKY 2ML,0003700082317,VENTA,,,2800,UNIDAD,,,,,00/00/0000,,,0
00001911,FEBREZE CARS MORNING & DEW 1U,0037000811091,VENTA,,,2800,UNIDAD,,,,,00/00/0000,,,0
00001912,FELINNES 8K SALMON,7804438003229,VENTA,,,16500,UNIDAD,,,,,00/00/0000,,,0
00001913,SUPERPET ADULTO,0205220000000,VENTA,MASCOTAS       ,UNIDAD,1950,UNIDAD,,0000000000,0.7,,00/00/0000,,,-85
00001914,FELIX CLASSIC ATUN 85G,7891000120774,VENTA,MASCOTAS       ,UNIDAD,1000,UNIDAD,,0000000000,.70,343,14/11/2023,0907030008,NESTLE CHILE S.A,-31
00001915,FELIX CLASSIC CARNE 85G,7891000241066,VENTA,MASCOTAS       ,UNIDAD,1000,UNIDAD,,0000000000,.70,343,14/11/2023,0907030008,NESTLE CHILE S.A,-50
00001916,FELIX CLASSIC PAVO 85G,7891000241196,VENTA,MASCOTAS       ,UNIDAD,1000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-8
00001917,FELIX CLASSIC PESCADO BLANCO 8,7891000241134,VENTA,MASCOTAS       ,UNIDAD,1000,UNIDAD,,0000000000,0.7,343,14/11/2023,0907030008,NESTLE CHILE S.A,-19
00001918,FELIX CLASSIC POLLO HIGADO 85G,7891000241172,VENTA,MASCOTAS       ,,1000,UNIDAD,,0000000000,0.7,343,14/11/2023,0907030008,NESTLE CHILE S.A,-25
00001919,FELIX CLASSIC SALMON 85G,7891000241080,VENTA,MASCOTAS       ,UNIDAD,1000,UNIDAD,,0000000000,0.7,343,14/11/2023,0907030008,NESTLE CHILE S.A,-10
00001922,FERNET PIRQUE 920CC,7802134000528,VENTA,,,2600,UNIDAD,,,,,00/00/0000,,,-3
00001923,FERRERO COLLECTION 77G,7898024397151,VENTA,,,6500,UNIDAD,,,,,00/00/0000,,,0
00001924,FERRERO ROCHER 12U 150G,7898024396994,VENTA,SNACKS Y CONFIT,UNIDAD,8700,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00001925,FERRERO ROCHER 24U 300G,8000500009673,VENTA,,,17800,UNIDAD,,,,,00/00/0000,,,0
00001926,FERRERO ROCHER 3U 37.5G,0000078909434,VENTA,SNACKS Y CONFIT,UNIDAD,2200,UNIDAD,,0000000000,.70,1286,08/08/2023,093178000K,IMPORTADORA CAFE DO BRASIL S.A,-16
00001927,FERRERO ROCHER 4U 50G,7898024397861,VENTA,,,2300,UNIDAD,,,,,00/00/0000,,,0
00001928,FERRERO ROCHER 8U 100G,7861002900117,VENTA,SNACKS Y CONFIT,UNIDAD,6880,UNIDAD,,0000000000,.70,4036,00/00/0000,,,-13
00001929,FERRERO ROCHER CORAZON 100G,7898024395072,VENTA,SNACKS Y CONFIT,UNIDAD,7700,UNIDAD,,0000000000,0.7,,00/00/0000,,,-24
00001930,FESTON TROMPO DIECIOHERO,6922332111435,VENTA,,,1250,UNIDAD,,,,,00/00/0000,,,0
00001934,FILETE DE REINETA EL GOLFO 500,7801323004132,VENTA,CONGELADOS     ,UNIDAD,7600,UNIDAD,,0000000000,.70,4460,00/00/0000,,,-5
00001935,FILETILLO DE POLLO C.VALE 1K,8096295384443,VENTA,,,4850,UNIDAD,,,,,00/00/0000,,,0
00001936,FILETILLOS DE POLLO ARIZTIA 65,7808749501153,VENTA,CONGELADOS     ,UNIDAD,5400,UNIDAD,,0000000000,0.7,,00/00/0000,,,-35
00001937,FILETITOS DE PECHUGA SP 700G,7809611707468,VENTA,,,5250,UNIDAD,,,,,00/00/0000,,,0
00001938,FILETITOS DE POLLO PF 1KG,7801930021690,VENTA,,,6400,UNIDAD,,,,,00/00/0000,,,0
00001939,FILETITOS SUPER POLLO 770G,7809611720573,VENTA,,,3000,UNIDAD,,,,,00/00/0000,,,0
00001940,FILTRO DE AGUA,7807101806585,VENTA,,,3150,UNIDAD,,,,,00/00/0000,,,0
00001941,FILTRO OCB CA AMO 100U,3057068103720,VENTA,,,1100,UNIDAD,,,,,00/00/0000,,,-13
00001942,FILTRO OCB ECOLOGICO 150U,3057068215782,VENTA,,,1150,UNIDAD,,,,,00/00/0000,,,-6
00001943,FILTRO OCB LONG SLIM,3057068185702,VENTA,TABAQUERIA     ,UNIDAD,1350,UNIDAD,,0000000000,0.7,,00/00/0000,,,-4
00001944,FILTRO OCB MENTOLADO 150U,3057068255788,VENTA,TABAQUERIA     ,UNIDAD,1600,UNIDAD,,0000000000,.70,925,00/00/0000,,,-5
00001945,FILTRO OCB SLIM 120U,3057068015986,VENTA,,,1000,UNIDAD,,,,,00/00/0000,,,-27
00001946,FILTRO OCB SLIM 150U,3057068195787,VENTA,TABAQUERIA     ,UNIDAD,1600,UNIDAD,,0000000000,.70,925,00/00/0000,,,-11
00001947,FILTROS CLICK DARK HORSE 60U,5902047174957,VENTA,TABAQUERIA     ,UNIDAD,1500,UNIDAD,,0000000000,0.7,,00/00/0000,,,-2
00001948,FILTROS DARK HORSE,5902047173080,VENTA,,,1400,UNIDAD,,,,,00/00/0000,,,-14
00001950,FINA TRADICIONAL PF,0203000000000,VENTA,CECINAS Y FIAMB,UNIDAD,5800,UNIDAD,,0000000000,.60,2750,20/05/2024,0910040006,PRODUCTOS FERNANDEZ S.A,12
00001952,CHICLE FRUTAS FINI 80G,7898591454097,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,.70,687,19/10/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-2
00001953,MARSHMALLOWS CORAZON FINI 80G,7898279797898,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,.70,645,14/12/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-11
00001954,FRUTILLAS A LA CREMA FINI 90G,7898591453335,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,645,19/10/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-16
00001955,GOMITAS DENTADURAS FINI 90G,7898591453212,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,687,14/12/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-18
00001956,GUSANOS ACIDOS FINI 90G,7898591453274,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,645,02/11/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-21
00001957,GUSANOS FINI 90G,7898591453243,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,.70,645,02/11/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-25
00001958,MARSHMALLOWS TRENZA FINI 80G,7898591458354,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,645,14/12/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-2
00001959,FINI MINITUBOS 80G,7898279797881,VENTA,,,1000,UNIDAD,,,,,00/00/0000,,,0
00001960,OSITOS FINI 90G,7898591454349,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,645,02/11/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-19
00001961,PLATANOS FINI 90G,7898591453304,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,.70,645,19/10/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-10
00001962,FINI SORVETI 90G,7898591459214,VENTA,,,1000,UNIDAD,,,,,00/00/0000,,,0
00001963,FINI TUBOS FRUTAS SILVESTRE AC,7898591457814,VENTA,,,950,UNIDAD,,,,,00/00/0000,,,-4
00001964,TUBOS TWISTER FINI 80G,7908228803089,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,687,14/12/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-15
00001965,TUBOS FRUTILLA ACIDA FINI 80G,7898591453168,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,687,14/12/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-20
00001966,TUBOS FRUTILLA DULCE FINI 80G,7898591453137,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,692,14/12/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-20
00001967,TUBOS TWISTER ACIDOS FINI 80G,7908228802761,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,687,06/10/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,0
00001968,TUBOS TUTTI FRUTTI ACIDO FINI 80G,7898591453106,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,692,14/12/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-31
00001969,TUBOS UVA ACIDOS FINI 80G,7908228801924,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,687,06/10/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-18
00001970,TUBOS UVA FINI 80G,7908228801917,VENTA,SNACKS Y CONFIT,UNIDAD,1100,UNIDAD,,0000000000,0.7,687,14/12/2023,076900209K,MARGARITA DE LAS MERCEDES GONZALES SALINAS SPA,-21
00001971,FIT FORMULA ADULTO,0205270000000,VENTA,,,5200,UNIDAD,,,,,00/00/0000,,,0
00001972,FIT FORMULA ADULTO 20KG,7804658500034,VENTA,MASCOTAS       ,UNIDAD,40990,UNIDAD,,0000000000,0.7,,00/00/0000,,,-5
00001973,FIT FORMULA CACHORRO 10K,7804658500027,VENTA,MASCOTAS       ,UNIDAD,25990,UNIDAD,,0000000000,0.7,,00/00/0000,,,-3
00001974,FIT FORMULA GATO 10KG,7800006006715,VENTA,MASCOTAS       ,UNIDAD,25990,UNIDAD,,0000000000,0.7,,00/00/0000,,,-5
00001976,FLAGG FRAMBUESA 110G,7801552003975,VENTA,HELADOS        ,UNIDAD,1300,UNIDAD,,0000000000,.70,,00/00/0000,,,-53
00001977,FLAGG FRUTOS DEL BOSQUE 110G,7801552005733,VENTA,HELADOS        ,UNIDAD,1300,UNIDAD,,0000000000,.70,,00/00/0000,,,-20
00001978,FLAN CARAMELO NESTLE 110G,7613035493988,VENTA,LACTEOS        ,UNIDAD,500,UNIDAD,,0000000000,.70,295,07/02/2024,0907030008,NESTLE CHILE S.A,-339
00001980,FLAN CARICIA CHOCOLATE 110G,7802575262141,VENTA,,,800,UNIDAD,,,,,00/00/0000,,,0
00001981,FLAN CARICIA VAINILLA 110G,7802575262158,VENTA,,,800,UNIDAD,,,,,00/00/0000,,,0
00001982,FLAN CHOCOLATE NESTLE 110G,7613035493926,VENTA,LACTEOS        ,UNIDAD,500,UNIDAD,,0000000000,.70,242,06/10/2023,0907030008,NESTLE CHILE S.A,-163
00001984,FLAN VAINILLA AMBROSOLI 45G,7802200371071,VENTA,,,600,UNIDAD,,,,,00/00/0000,,,0
00001985,FLAN VAINILLA NESTLE 110G,7613035493957,VENTA,LACTEOS        ,UNIDAD,500,UNIDAD,,0000000000,.70,242,07/02/2024,0907030008,NESTLE CHILE S.A,-325
00001988,FLAUTA DULCE,7453010040314,VENTA,,,2400,UNIDAD,,,,,00/00/0000,,,-4
00001989,FLIPY AMBROSOLI 100G,7802200032125,VENTA,,,1200,UNIDAD,,,,,00/00/0000,,,-2
00001990,FLIPY AMBROSOLI 25G,7802200135734,VENTA,SNACKS Y CONFIT,UNIDAD,300,UNIDAD,,0000000000,0.7,147,13/02/2024,0762326477,CENTRAL MAYORISTA ,-1066
00001992,FLOTADOR,7784310978732,VENTA,,,4500,UNIDAD,,,,,00/00/0000,,,-3
00001993,FLOTADOR DE PATO,6920104015110,VENTA,,,3500,UNIDAD,,,,,00/00/0000,,,0
00001994,FLOTADOR DE RENO,7800328814678,VENTA,,,3500,UNIDAD,,,,,00/00/0000,,,0
00001995,FLOTADOR DONA,6907662650069,VENTA,,,5200,UNIDAD,,,,,00/00/0000,,,0
00001996,FLOTADOR FLAMENCO,7800328814531,VENTA,,,3650,UNIDAD,,,,,00/00/0000,,,-1
00001997,FLOTADOR PISCINA FIDEO COLORES,7784321024305,VENTA,,,2750,UNIDAD,,,,,00/00/0000,,,0
00001998,FLOTADOR UNICORNIO,7800328814524,VENTA,,,3500,UNIDAD,,,,,00/00/0000,,,-1
00001999,FLOVOVERMIC RAZA GRANDE 35K,7800006003349,VENTA,,,5500,UNIDAD,,,,,00/00/0000,,,0
00002000,FOAMY PARA MOLDEAR 12UN,6920200001901,VENTA,,,2400,UNIDAD,,,,,00/00/0000,,,0
00002001,FORRAJE ALIMENTO MONTEVERDE,0000000005026,VENTA,,,13500,UNIDAD,,,,,00/00/0000,,,0
00002002,FOSFORO ANDES 10U,7806300010014,VENTA,HOGAR          ,UNIDAD,2550,UNIDAD,,0000000000,.70,1478,27/09/2023,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,0
00002003,FOSFORO GRAN COPIHUE 140U,7806300010113,VENTA,HOGAR          ,UNIDAD,1000,UNIDAD,,0000000000,.70,412,11/12/2023,0762326477,CENTRAL MAYORISTA ,-37
00002004,FOSFOROS COPIHUE 10U,7806300010021,VENTA,HOGAR          ,UNIDAD,1900,UNIDAD,,0000000000,.70,629,11/12/2023,0762326477,CENTRAL MAYORISTA ,-53
00002005,FOSFOROS COPIHUE HOGAR 250UDS,7806300100227,VENTA,HOGAR          ,UNIDAD,1950,UNIDAD,,0000000000,.70,1677,11/12/2023,0762326477,CENTRAL MAYORISTA ,-17
00002007,FOSFOROS PUERTO VARAS 150U,7804603463612,VENTA,HOGAR          ,UNIDAD,550,UNIDAD,,0000000000,.70,350,00/00/0000,,,-18
00002008,FRAC BI CAPPUCCINO COSTA 110G,7802215512360,VENTA,SNACKS Y CONFIT,UNIDAD,1000,UNIDAD,,0000000000,.70,620,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-180
00002009,FRAC BI FRUTILLA COSTA 110G,7802215512377,VENTA,SNACKS Y CONFIT,UNIDAD,1000,UNIDAD,,0000000000,.70,454,04/12/2023,0762326477,CENTRAL MAYORISTA ,-312
00002010,FRAC CHOCOLATE 110G,7802215512384,VENTA,SNACKS Y CONFIT,UNIDAD,1000,UNIDAD,,0000000000,.70,521,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-263
00002012,FRAC CLASICA COSTA 110G,7802215512391,VENTA,SNACKS Y CONFIT,UNIDAD,1000,UNIDAD,,0000000000,.70,467,06/12/2023,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-219
00002015,FRAC NARANJA 110G,7802215512414,VENTA,SNACKS Y CONFIT,UNIDAD,1000,UNIDAD,,0000000000,.70,444,06/12/2023,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-140
00002017,FRAC VAINILLA COSTA 110G,7802215512421,VENTA,SNACKS Y CONFIT,UNIDAD,1000,UNIDAD,,0000000000,.70,454,04/12/2023,0762326477,CENTRAL MAYORISTA ,-261
00002018,FRAMBUESA FRUTO DEL MAIPO 250G,7801300000218,VENTA,,,2350,UNIDAD,,,,,00/00/0000,,,0
00002019,FREEGELLS EXTRA FORTE,7891151031202,VENTA,,,250,UNIDAD,,,,,00/00/0000,,,0
00002020,FREEGELLS ORIGINAL MINT,7891151036689,VENTA,,,250,UNIDAD,,,,,00/00/0000,,,0
00002021,FREGELLS MENTA,7891151031141,VENTA,,,250,UNIDAD,,,,,00/00/0000,,,0
00002022,FRESKITO LAVANDA 360ML,7805300050013,VENTA,,,1250,UNIDAD,,,,,00/00/0000,,,0
00002023,FRESKITO LIMON 360ML,7805300050020,VENTA,,,1250,UNIDAD,,,,,00/00/0000,,,0
00002024,FRESKITO VAINILLA 360ML,7805300050037,VENTA,,,1250,UNIDAD,,,,,00/00/0000,,,0
00002025,FROOT LOOPS 370G,7702103772336,VENTA,,,3450,UNIDAD,,,,,00/00/0000,,,0
00002026,FRUGELE 130G,7802200136946,VENTA,,,1200,UNIDAD,,,,,00/00/0000,,,0
00002028,FRUGELE DUO 110G AMBROSOLI,7802200135284,VENTA,,,1200,UNIDAD,,,,,00/00/0000,,,0
00002029,FRUGELE GOMITAS 860G,7802200130098,VENTA,,,5150,UNIDAD,,,,,00/00/0000,,,0
00002031,FRUGELE NARANJA 66G,7802705400962,VENTA,,,300,UNIDAD,,,,,00/00/0000,,,0
00002032,FRUGELE PI A HELADO 66G,7802705400948,VENTA,,,300,UNIDAD,,,,,00/00/0000,,,0
00002033,FRUGELE XL 360G,7802200130128,VENTA,SNACKS Y CONFIT,UNIDAD,2300,UNIDAD,,0000000000,.70,1345,00/00/0000,,,-4
00002034,FRUITS & NUTS MAVI 80G,7802420127151,VENTA,SNACKS Y CONFIT,UNIDAD,1750,UNIDAD,,0000000000,.70,1044,00/00/0000,,,-19
00002035,FRUITS AND NUTS TAHITI 80G,7802420127168,VENTA,,,1700,UNIDAD,,,,,00/00/0000,,,0
00002036,FRUITS Y NUTS BORA MP 80G,7802420127106,VENTA,SNACKS Y CONFIT,UNIDAD,1750,UNIDAD,,0000000000,0.7,,00/00/0000,,,-18
00002037,FRUTILLA ESMERALDA 410G,7802420007163,VENTA,,,1950,UNIDAD,,,,,00/00/0000,,,-14
00002038,FRUTILLAS,0202210000000,VENTA,VERDURAS       ,UNIDAD,4500,UNIDAD,,0000000000,.70,,00/00/0000,,,-1
00002039,FRUTILLAS A LA CREMA 25G,7802200135864,VENTA,SNACKS Y CONFIT,UNIDAD,300,UNIDAD,,0000000000,.70,160,27/09/2023,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-605
00002040,FRUTILLAS ACONCAGUA 570G,7801800100104,VENTA,ABARROTES      ,UNIDAD,2990,UNIDAD,,0000000000,.70,1599,11/12/2023,0762326477,CENTRAL MAYORISTA ,-69
00002041,FRUTILLAS AL JUGO WASIL 410G,7801305002378,VENTA,ABARROTES      ,UNIDAD,2200,UNIDAD,,0000000000,.70,1278,27/09/2023,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,0
00002042,FRUTILLAS EL JARDIN 567G,7804611552315,VENTA,ABARROTES      ,KILO,2400,UNIDAD,,0000000000,.70,0,00/00/0000,0000000000,,-7
00002043,FRUTILLAS FRUTOS DEL MAIPO 450,7801300000195,VENTA,,,3150,UNIDAD,,,,,00/00/0000,,,0
00002044,FRUTILLAS JARDIN 820G,7804611550786,VENTA,,,3150,UNIDAD,,,,,00/00/0000,,,0
00002045,FRUTOS SECOS/ NUEZ,0205530000000,VENTA,ABARROTES      ,UNIDAD,13000,UNIDAD,,0000000000,.70,,00/00/0000,,,-2
00002047,FULL 27G,7802200133426,VENTA,SNACKS Y CONFIT,UNIDAD,250,UNIDAD,,0000000000,.70,145,00/00/0000,,,-72
00002048,FULL MASTICRUNCH 13G,7750885017763,VENTA,SNACKS Y CONFIT,UNIDAD,200,UNIDAD,,0000000000,.70,84,00/00/0000,,,-48
00002049,FUN DIP 3 EN 1 40G,0079200620172,VENTA,,,1550,UNIDAD,,,,,00/00/0000,,,0
00002050,FUN DIP POLVO 12G,0079200009373,VENTA,,,350,UNIDAD,,,,,00/00/0000,,,0
00002052,GALL AGUA MCKAY 180G,7613287778109,VENTA,SNACKS Y CONFIT,UNIDAD,1450,UNIDAD,,0000000000,.70,850,00/00/0000,,,-38
00002057,BON O BON COOKIES 95G,7802225640770,VENTA,SNACKS Y CONFIT,UNIDAD,1800,UNIDAD,,0000000000,.70,1058,01/12/2023,0780365102,SOC SERIO AGUIRRE ZEBALLOS LTDA,-512
00002058,GALL BROWNIE CHIPS COSTA 120G,7802215505089,VENTA,,,980,UNIDAD,,,,,00/00/0000,,,-9
00002059,GALL CARAMEL COSTA 150G,7802215505379,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,0.7,545,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,0
00002060,GALL CHAMPA A COSTA 140G,7802215515071,VENTA,SNACKS Y CONFIT,UNIDAD,2300,UNIDAD,,0000000000,.70,1350,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-105
00002061,GALL CHAMPA ITAS COSTA 85G,7802215515347,VENTA,SNACKS Y CONFIT,UNIDAD,1300,UNIDAD,,0000000000,.70,775,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-133
00002062,GALL CHIP CHOC NUTRA BIEN 128G,7803525999407,VENTA,,,2250,UNIDAD,,,,,00/00/0000,,,0
00002063,GALL CHOCO CHIPS COSTA 125G,7802215505140,VENTA,SNACKS Y CONFIT,UNIDAD,1300,UNIDAD,,0000000000,.70,769,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-304
00002064,GALL CHOCOLATE COSTA 140G,7802215505287,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,0.7,545,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-21
00002065,GALL COCO COSTA 125G,7802215505409,VENTA,SNACKS Y CONFIT,UNIDAD,1200,UNIDAD,,0000000000,.70,726,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-210
00002066,GALL COCO MCKAY 120G,7613030518426,VENTA,SNACKS Y CONFIT,UNIDAD,1300,UNIDAD,,0000000000,.70,750,28/02/2024,076031188K,ALFREDO ADOLFO KAMEID,-210
00002067,GALL CONQUISTA 35G,7802225680325,VENTA,SNACKS Y CONFIT,UNIDAD,300,UNIDAD,,0000000000,.70,179,06/10/2023,0780365102,SOC SERIO AGUIRRE ZEBALLOS LTDA,-54
